CompoundName,MolecularFormula,ExactMass,MonoMass,SMILES,kingdom,superklass,klass,subklass
(Z)-4-Hexen-1-ol,C6H12O,100.088815,100.088815,C\C=C/CCCO,NULL,NULL,NULL,NULL
1-Hexen-3-ol,C6H12O,100.088815,100.088815,CCCC(O)C=C,NULL,NULL,NULL,NULL
2-Ethylbutanal,C6H12O,100.088815,100.088815,CCC(CC)C=O,NULL,NULL,NULL,NULL
2-Hexen-1-ol,C6H12O,100.088815,100.088815,CCC\C=C\CO,NULL,NULL,NULL,NULL
2-Methylpentanal,C6H12O,100.088815,100.088815,CCCC(C)C=O,NULL,NULL,NULL,NULL
4-Hexen-1-ol,C6H12O,100.088815,100.088815,C\C=C/CCCO,NULL,NULL,NULL,NULL
5-Hexenol,C6H12O,100.088815,100.088815,OCCCCC=C,NULL,NULL,NULL,NULL
cis-3-Hexanol,C6H12O,100.088815,100.088815,CC\C=C/CCO,NULL,NULL,NULL,NULL
Cyclohexanol,C6H12O,100.088815,100.088815,OC1CCCCC1,NULL,NULL,NULL,NULL
Hex-3-en-1-al,C6H12O,100.088815,100.088815,CCC=CCCO,NULL,NULL,NULL,NULL
Hex-cis-3-en-1-ol,C6H12O,100.088815,100.088815,CC\C=C/CCO,NULL,NULL,NULL,NULL
Hex-cis-3-en-1-ol acetate,C6H12O,100.088815,100.088815,CC\C=C/CCO,NULL,NULL,NULL,NULL
Hex-trans-2-en-1-ol,C6H12O,100.088815,100.088815,CCC\C=C\CO,NULL,NULL,NULL,NULL
Hex-trans-3-en-1-ol,C6H12O,100.088815,100.088815,CC\C=C\CCO,NULL,NULL,NULL,NULL
hexan-3-one,C6H12O,100.088815,100.088815,CCCC(=O)CC,NULL,NULL,NULL,NULL
Isopropyl isothiocyanate,C4H7NS,101.0299204,101.0299199,CC(C)N=C=S,NULL,NULL,NULL,NULL
(S)-2-Azetidinecarboxylic acid,C4H7NO2,101.0476785,101.0476785,OC(=O)C1CCN1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
L-3-Aminodihydro-2(3H)-furanone,C4H7NO2,101.0476785,101.0476785,NC1CCOC1=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
1-aminocyclopropane-1-carboxylate,C4H7NO2,101.0476785,101.0476785,NC1(CC1)C(O)=O,NULL,NULL,NULL,NULL
5-Aminopentanal,C5H11NO,101.084064,101.084064,NCCCCC=O,Organic compounds,Organooxygen compounds,Carbonyl compounds,Aldehydes
N-Ethylpropionamide,C5H11NO,101.084064,101.084064,CCN=C(O)CC,NULL,NULL,NULL,NULL
Di-N-propylamine,C6H15N,101.1204495,101.1204495,CCCNCCC,NULL,NULL,NULL,NULL
Dihydro-3(2H)-thiophenone,C4H6OS,102.013936,102.0139355,O=C1CCSC1,NULL,NULL,NULL,NULL
Succinic acid semialdehyde,C4H6O3,102.0316941,102.0316941,OC(=O)CCC=O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
(S)-methylmalonate-semialdehyde,C4H6O3,102.0316941,101.0244176,CC(C=O)C([O-])=O,NULL,NULL,NULL,NULL
2-oxobutanoate,C4H6O3,102.0316941,102.0316941,CCC(=O)C(O)=O,NULL,NULL,NULL,NULL
acetoacetate,C4H6O3,102.0316941,101.0244176,CC(=O)CC([O-])=O,NULL,NULL,NULL,NULL
N-methyl-尾-alanine,C4H8NO2,102.0555035,101.0476785,C[N+]CCC([O-])=O,NULL,NULL,NULL,NULL
2-Methylpropyl formate,C5H10O2,102.0680796,102.0680796,CC(C)COC=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives
Ethyl propionate,C5H10O2,102.0680796,102.0680796,CCOC(=O)CC,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives
Isopropyl acetate,C5H10O2,102.0680796,102.0680796,CC(C)OC(C)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives
Propyl acetate,C5H10O2,102.0680796,102.0680796,CCCOC(C)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives
2-Methylbutanoic acid,C5H10O2,102.0680796,102.0680796,CCC(C)C(O)=O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
3-Methylbutanoic acid,C5H10O2,102.0680796,102.0680796,CC(C)CC(O)=O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
Methyl butyrate,C5H10O2,102.0680796,102.0680796,CCCC(=O)OC,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters
Pentanoic acid,C5H10O2,102.0680796,102.0680796,CCCCC(O)=O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
3-Hydroxy-2-pentanone,C5H10O2,102.0680796,102.0680796,CCC(O)C(C)=O,NULL,NULL,NULL,NULL
Butyl formate,C5H10O2,102.0680796,102.0680796,CCCCOC=O,NULL,NULL,NULL,NULL
Methyl isobutyrate,C5H10O2,102.0680796,102.0680796,COC(=O)C(C)C,NULL,NULL,NULL,NULL
Tetrahydro-2-methyl-3-furanol,C5H10O2,102.0680796,102.0680796,CC1OCCC1O,NULL,NULL,NULL,NULL
Betaine aldehyde,C5H12NO,102.091889,102.091889,C[N+](C)(C)CC=O,Organic compounds,Organonitrogen compounds,Quaternary ammonium salts,NULL
1-Hexanol,C6H14O,102.1044651,102.1044651,CCCCCCO,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols
2-Hexanol,C6H14O,102.1044651,102.1044651,CCCCC(C)O,NULL,NULL,NULL,NULL
2-Methylpentan-2-ol,C6H14O,102.1044651,102.1044651,CCCC(C)(C)O,NULL,NULL,NULL,NULL
2-Methylpentan-3-ol,C6H14O,102.1044651,102.1044651,CCC(O)C(C)C,NULL,NULL,NULL,NULL
3-Hexanol,C6H14O,102.1044651,102.1044651,CCCC(O)CC,NULL,NULL,NULL,NULL
3-Methyl-1-pentanol,C6H14O,102.1044651,102.1044651,CCC(C)CCO,NULL,NULL,NULL,NULL
3-Methylpentan-2-ol,C6H14O,102.1044651,102.1044651,CCC(C)C(C)O,NULL,NULL,NULL,NULL
3-Methylpentan-3-ol,C6H14O,102.1044651,102.1044651,CCC(C)(O)CC,NULL,NULL,NULL,NULL
D-3-Methyl pentanol,C6H14O,102.1044651,102.1044651,CCC(C)CCO,NULL,NULL,NULL,NULL
Cadaverine,C5H14N2,102.1156985,104.1313485,[NH3+]CCCCC[NH3+],Organic compounds,Organonitrogen compounds,Amines,Primary amines
benzonitrile,C7H5N,103.0421992,103.0421992,N#CC1=CC=CC=C1,NULL,NULL,NULL,NULL
D-2-Aminobutanoic acid,C4H9NO2,103.0633285,103.0633285,CC[C@@H](N)C(O)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
L-2-Aminobutanoic acid,C4H9NO2,103.0633285,103.0633285,CC[C@H](N)C(O)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
(R)-3-amino-2-methylpropanoate,C4H9NO2,103.0633285,103.0633285,C[C@H](CN)C(O)=O,NULL,NULL,NULL,NULL
(S)-3-amino-2-methylpropanoate,C4H9NO2,103.0633285,103.0633285,C[C@@H](CN)C(O)=O,NULL,NULL,NULL,NULL
4-aminobutanoate,C4H9NO2,103.0633285,103.0633285,NCCCC(O)=O,NULL,NULL,NULL,NULL
DL-Aminobutyric acid,C4H9NO2,103.0633285,103.0633285,CCC(N)C(O)=O,NULL,NULL,NULL,NULL
O-Acetylethanolamine,C4H9NO2,103.0633285,103.0633285,CC(=O)OCCN,NULL,NULL,NULL,NULL
Propanedioic acid,C3H4O4,104.0109586,104.0109586,OC(=O)CC(O)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives
Tartronate semialdehyde,C3H4O4,104.0109586,104.0109586,OC(C=O)C(O)=O,Organic compounds,Organic acids and derivatives,Hydroxy acids and derivatives,Alpha hydroxy acids and derivatives
hydroxypyruvate,C3H4O4,104.0109586,104.0109586,OCC(=O)C(O)=O,NULL,NULL,NULL,NULL
3-(Methylthio)propanal,C4H8OS,104.0295861,104.0295856,CSCCC=O,Organic compounds,Organooxygen compounds,Carbonyl compounds,Aldehydes
(Methylthio)acetone,C4H8OS,104.0295861,104.0295856,CSCC(C)=O,NULL,NULL,NULL,NULL
Ethoxyacetic acid,C4H8O3,104.0473441,104.0473441,CCOCC(O)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids
4-hydroxybutanoate,C4H8O3,104.0473441,103.0395191,OCCCC([O-])=O,NULL,NULL,NULL,NULL
Choline,C5H14NO,104.1075391,104.1075391,C[N+](C)(C)CCO,Organic compounds,Organonitrogen compounds,Quaternary ammonium salts,Cholines
D-Serine,C3H7NO3,105.0425931,105.0425931,N[C@H](CO)C(O)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
L-Serine,C3H7NO3,105.0425931,105.0425931,NC(CO)C(O)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
4-Vinylpyridine,C7H7N,105.0578492,105.0578492,C=CC1=CC=NC=C1,NULL,NULL,NULL,NULL
D-Glyceric acid,C3H6O4,106.0266087,106.0266087,OCC(O)C(O)=O,Organic compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Sugar acids and derivatives
Glyceric acid,C3H6O4,106.0266087,106.0266087,OCC(O)C(O)=O,Organic compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Sugar acids and derivatives
Benzaldehyde,C7H6O,106.0418648,106.0418648,O=CC1=CC=CC=C1,NULL,NULL,NULL,NULL
3-(Methylthio)-1-propanol,C4H10OS,106.0452361,106.0452356,CSCCCO,Organic compounds,Organosulfur compounds,Thioethers,Dialkylthioethers
Vinylpyrazine,C6H6N2,106.0530982,106.0530982,C=CC1=CN=CC=N1,NULL,NULL,NULL,NULL
(2R*-3R*)-1-2-3-Butanetriol,C4H10O3,106.0629942,106.0629942,CC(O)C(O)CO,NULL,NULL,NULL,NULL
Benzylamine,C7H9N,107.0734993,107.0734993,NCC1=CC=CC=C1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylmethylamines
2-5-Dimethylpyridine,C7H9N,107.0734993,107.0734993,CC1=CC=C(C)N=C1,NULL,NULL,NULL,NULL
2-6-Diemthyl-pyridine,C7H9N,107.0734993,107.0734993,CC1=CC=CC(C)=N1,NULL,NULL,NULL,NULL
2-Ethylpyridine,C7H9N,107.0734993,107.0734993,CCC1=CC=CC=N1,NULL,NULL,NULL,NULL
N-Methylaniline,C7H9N,107.0734993,107.0734993,CNC1=CC=CC=C1,NULL,NULL,NULL,NULL
o-Toluidine,C7H9N,107.0734993,107.0734993,CC1=CC=CC=C1N,NULL,NULL,NULL,NULL
3-Ethylpyridine,C7H9N,107.0734993,107.0734993,CCC1=CC=CN=C1,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,NULL
O-Quinone,C6H4O2,108.0211294,108.0211294,O=C1C=CC=CC1=O,Organic compounds,Organooxygen compounds,Carbonyl compounds,Ketones
1-4-Benzoquinone,C6H4O2,108.0211294,108.0211294,O=C1C=CC(=O)C=C1,NULL,NULL,NULL,NULL
2-Methylphenol,C7H8O,108.0575149,108.0575149,CC1=CC=CC=C1O,Organic compounds,Benzenoids,Benzene and substituted derivatives,Toluenes
3-Methylphenol,C7H8O,108.0575149,108.0575149,CC1=CC=CC(O)=C1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Toluenes
4-Methylphenol,C7H8O,108.0575149,108.0575149,CC1=CC=C(O)C=C1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Toluenes
Benzyl alcohol,C7H8O,108.0575149,108.0575149,OCC1=CC=CC=C1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzyl alcohols
2-3-Dimethylpyrazine,C6H8N2,108.0687483,108.0687483,CC1=C(C)N=CC=N1,NULL,NULL,NULL,NULL
2-5-Dimethylpyrazine,C6H8N2,108.0687483,108.0687483,CC1=CN=C(C)C=N1,NULL,NULL,NULL,NULL
2-6-Diemthyl-pyrazine,C6H8N2,108.0687483,108.0687483,CC1=CN=CC(C)=N1,NULL,NULL,NULL,NULL
2-Ethylpyrazine,C6H8N2,108.0687483,108.0687483,CCC1=CN=CC=N1,NULL,NULL,NULL,NULL
Phenylhydrazine,C6H8N2,108.0687483,108.0687483,NNC1=CC=CC=C1,NULL,NULL,NULL,NULL
1-Methyl-2-pyrrolecarboxaldehyde,C6H7NO,109.0527638,109.0527639,CN1C=CC=C1C=O,NULL,NULL,NULL,NULL
3-Methoxypyridine,C6H7NO,109.0527638,109.0527639,COC1=CC=CN=C1,NULL,NULL,NULL,NULL
Pyrrol-2-methylketone,C6H7NO,109.0527638,109.0527639,CC(=O)C1=CC=CN1,NULL,NULL,NULL,NULL
S-Methyl methanesulfinothioate,C2H6OS2,109.9860072,109.9860062,CSS(C)=O,NULL,NULL,NULL,NULL
1-2-Benzenediol,C6H6O2,110.0367794,110.0367794,OC1=CC=CC=C1O,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenols and derivatives
1-3-Benzenediol,C6H6O2,110.0367794,110.0367794,OC1=CC(O)=CC=C1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenols and derivatives
Hydroquinone,C6H6O2,110.0367794,110.0367794,OC1=CC=C(O)C=C1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenols and derivatives
2-Acetylfuran,C6H6O2,110.0367794,110.0367794,CC(=O)C1=CC=CO1,Organic compounds,Organooxygen compounds,Carbonyl compounds,Ketones
5-Methyl-2-furancarboxaldehyde,C6H6O2,110.0367794,110.0367794,CC1=CC=C(O1)C=O,NULL,NULL,NULL,NULL
imidazole acetaldehyde,C5H6N2O,110.0480128,110.0480128,O=CCC1=CN=CN1,NULL,NULL,NULL,NULL
(E-E)-2-4-heptadienal,C7H10O,110.0731649,110.0731649,[H]\C(CC)=C(\[H])/C(/[H])=C(\[H])C=O,NULL,NULL,NULL,NULL
(E-Z)-2-4-heptadienal,C7H10O,110.0731649,110.0731649,CCC=CC=CC=O,NULL,NULL,NULL,NULL
2-4-Heptadienal,C7H10O,110.0731649,110.0731649,CC\C=C/C=C/C=O,NULL,NULL,NULL,NULL
2-Isopropylfuran,C7H10O,110.0731649,110.0731649,CC(C)C1=CC=CO1,NULL,NULL,NULL,NULL
2-Propylfuran,C7H10O,110.0731649,110.0731649,CCCC1=CC=CO1,NULL,NULL,NULL,NULL
6-Methyl-5-hepten-2-one,C7H10O,110.0731649,110.0731649,[H]\C(CC)=C(\[H])/C(/[H])=C(\[H])C=O,NULL,NULL,NULL,NULL
E-E-2-4-Heptadienal,C7H10O,110.0731649,110.0731649,[H]\C(CC)=C(\[H])/C(/[H])=C(\[H])C=O,NULL,NULL,NULL,NULL
sitosteryl-18:3,C7H10O,110.0731649,110.0731649,[H]\C(CC)=C(\[H])/C(/[H])=C(\[H])C=O,NULL,NULL,NULL,NULL
stigmasteryl-18:2,C7H10O,110.0731649,110.0731649,[H]\C(CC)=C(\[H])/C(/[H])=C(\[H])C=O,NULL,NULL,NULL,NULL
2-Acetyloxazole,C5H5NO2,111.0320284,111.0320284,CC(=O)C1=NC=CO1,NULL,NULL,NULL,NULL
Cytosine,C4H5N3O,111.0432618,111.0432618,NC1=CC=NC(=O)N1,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives
4-Ethyl-2-methyloxazole,C6H9NO,111.0684139,111.0684139,CCC1=COC(C)=N1,NULL,NULL,NULL,NULL
5-Ethyl-2-methyloxazole,C6H9NO,111.0684139,111.0684139,CCC1=CN=C(C)O1,NULL,NULL,NULL,NULL
5-Ethyl-4-methyloxazole,C6H9NO,111.0684139,111.0684139,CCC1=C(C)N=CO1,NULL,NULL,NULL,NULL
Trimethyloxazole,C6H9NO,111.0684139,111.0684139,CC1=NC(C)=C(C)O1,NULL,NULL,NULL,NULL
Heptanenitrile,C7H13N,111.1047994,111.1047994,CCCCCCC#N,NULL,NULL,NULL,NULL
2-Thiophenecarboxaldehyde,C5H4OS,111.9982859,111.9982854,O=CC1=CC=CS1,Organic compounds,Organooxygen compounds,Carbonyl compounds,Aldehydes
Thiophen-3-carboxyaldehyde,C5H4OS,111.9982859,111.9982859,O=CC1=CSC=C1,NULL,NULL,NULL,NULL
Thiophen-2-carboxyaldehyde,C5H4OS,111.9982859,111.9982854,O=CC1=CC=CS1,NULL,NULL,NULL,NULL
2-3-Dihydroxy-2-4-cyclopentadien-1-one,C5H4O3,112.016044,112.016044,OC1=C(O)C(=O)C=C1,NULL,NULL,NULL,NULL
3-Furoic acid,C5H4O3,112.016044,112.016044,OC(=O)C1=COC=C1,NULL,NULL,NULL,NULL
Uracil,C4H4N2O2,112.0272774,112.0272774,O=C1NC=CC(=O)N1,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives
2-(Methoxymethyl)furan,C6H8O2,112.0524295,112.0524295,COCC1=CC=CO1,NULL,NULL,NULL,NULL
2-Hexen-4-olide,C6H8O2,112.0524295,112.0524295,CCC1OC(=O)C=C1,NULL,NULL,NULL,NULL
2-Hydroxy-3-methyl-2-cyclopenten-1-one,C6H8O2,112.0524295,112.0524295,CC1=C(O)C(=O)CC1,NULL,NULL,NULL,NULL
5-5-Dimethyl-2(5H)-furanone,C6H8O2,112.0524295,112.0524295,CC1(C)OC(=O)C=C1,NULL,NULL,NULL,NULL
Methylfurfuryl alcohol,C6H8O2,112.0524295,112.0524295,CC(O)C1=CC=CO1,NULL,NULL,NULL,NULL
Parasorbic acid,C6H8O2,112.0524295,112.0524295,CC1CC=CC(=O)O1,NULL,NULL,NULL,NULL
Syoyualdehyde,C6H8O2,112.0524295,112.0524295,CC(=O)C(\C)=C/C=O,NULL,NULL,NULL,NULL
xi-3-5-Dimethyl-2(5H)-furanone,C6H8O2,112.0524295,112.0524295,CC1OC(=O)C(C)=C1,NULL,NULL,NULL,NULL
2-Heptenal,C7H12O,112.088815,112.088815,CCCC\C=C\C=O,Organic compounds,Organooxygen compounds,Carbonyl compounds,Aldehydes
(Z)-2-Heptenal,C7H12O,112.088815,112.088815,CCCC\C=C/C=O,NULL,NULL,NULL,NULL
(E)-2-Heptenal,C7H12O,112.088815,112.088815,CCCC\C=C\C=O,NULL,NULL,NULL,NULL
(Z)-4-Hepten-2-one,C7H12O,112.088815,112.088815,CC\C=C\CC(C)=O,NULL,NULL,NULL,NULL
1-hepten-3-one,C7H12O,112.088815,112.088815,CCCCC(=O)C=C,NULL,NULL,NULL,NULL
2-5-Heptadien-1-ol,C7H12O,112.088815,112.088815,C\C=C/C\C=C\CO,NULL,NULL,NULL,NULL
2-Hepten-4-one,C7H12O,112.088815,112.088815,CCCC(=O)\C=C\C,NULL,NULL,NULL,NULL
trans-2-trans-4-Heptadien-1-ol,C7H12O,112.088815,112.088815,CC\C=C\C=C\CO,NULL,NULL,NULL,NULL
xi-3-Methyl-3-cyclohexen-1-ol,C7H12O,112.088815,112.088815,CC1=CCCC(O)C1,NULL,NULL,NULL,NULL
2-4-Dimethylthiazole,C5H7NS,113.0299204,113.0299199,CC1=NC(C)=CS1,NULL,NULL,NULL,NULL
2-5-Dimethylthiazole,C5H7NS,113.0299204,113.0299199,CC1=CN=C(C)S1,NULL,NULL,NULL,NULL
2-Ethylthiazole,C5H7NS,113.0299204,113.0299199,CCC1=NC=CS1,NULL,NULL,NULL,NULL
4-Isothiocyanato-1-butene,C5H7NS,113.0299204,113.0299199,C=CCCN=C=S,NULL,NULL,NULL,NULL
Thiiranepropanenitrile,C5H7NS,113.0299204,113.0299199,N#CCCC1CS1,NULL,NULL,NULL,NULL
(S)-1-pyrroline-5-carboxylate,C5H7NO2,113.0476785,113.0476785,[H][C@]1(CCC=N1)C(O)=O,NULL,NULL,NULL,NULL
Creatinine,C4H7N3O,113.0589119,113.0589119,CN1CC(=O)NC1=N,Organic compounds,Organoheterocyclic compounds,Azolines,Imidazolines
1-Piperidinecarboxaldehyde,C6H11NO,113.084064,113.084064,O=CN1CCCCC1,NULL,NULL,NULL,NULL
2-5-Dihydro-2-4-5-trimethyloxazole,C6H11NO,113.084064,113.084064,CC1OC(C)C(C)=N1,NULL,NULL,NULL,NULL
Caprolactam,C6H11NO,113.084064,113.084064,O=C1CCCCCN1,NULL,NULL,NULL,NULL
Magnesium oxalate,C2H2O4.Mg,113.9803502,111.9647002,[Mg++].[O-]C(=O)C([O-])=O,NULL,NULL,NULL,NULL
2-Thiophenemethanol,C5H6OS,114.013936,114.0139355,OCC1=CC=CS1,NULL,NULL,NULL,NULL
Norfuraneol,C5H6O3,114.0316941,114.0316941,CC1=C(O)C(=O)CO1,Organic compounds,Organoheterocyclic compounds,Dihydrofurans,Furanones
3-cyano-L-alanine,C4H6N2O2,114.0429274,114.0429274,[H][C@](N)(CC#N)C(O)=O,NULL,NULL,NULL,NULL
5-6-dihydrouracil,C4H6N2O2,114.0429274,114.0429274,O=C1CCNC(=O)N1,NULL,NULL,NULL,NULL
beta-Cyanoalanine,C4H6N2O2,114.0429274,114.0429274,NC(CC#N)C(O)=O,NULL,NULL,NULL,NULL
2-3-Hexanedione,C6H10O2,114.0680796,114.0680796,CCCC(=O)C(C)=O,Organic compounds,Organooxygen compounds,Carbonyl compounds,Ketones
5-Oxohexanal,C6H10O2,114.0680796,114.0680796,CC(=O)CCCC=O,Organic compounds,Organooxygen compounds,Carbonyl compounds,Aldehydes
(Z)-2-Hexenoic acid,C6H10O2,114.0680796,114.0680796,CCC\C=C\C(O)=O,NULL,NULL,NULL,NULL
(E)-2-Hexenoic acid,C6H10O2,114.0680796,114.0680796,CCC\C=C\C(O)=O,NULL,NULL,NULL,NULL
5-Methyl-delta-valerolactone,C6H10O2,114.0680796,114.0680796,CC1CCCC(=O)O1,NULL,NULL,NULL,NULL
Ethyl crotonate,C6H10O2,114.0680796,114.0680796,CCOC(=O)\C=C/C,NULL,NULL,NULL,NULL
Hexenoic acid,C6H10O2,114.0680796,114.0680796,CCCC=CC(O)=O,NULL,NULL,NULL,NULL
xi-5-Ethyldihydro-2(3H)-furanone,C6H10O2,114.0680796,114.0680796,CCC1CCC(=O)O1,NULL,NULL,NULL,NULL
2-Heptanone,C7H14O,114.1044651,114.1044651,CCCCCC(C)=O,Organic compounds,Organooxygen compounds,Carbonyl compounds,Ketones
3-Heptanone,C7H14O,114.1044651,114.1044651,CCCCC(=O)CC,Organic compounds,Organooxygen compounds,Carbonyl compounds,Ketones
5-Methyl-2-hexanone,C7H14O,114.1044651,114.1044651,CC(C)CCC(C)=O,Organic compounds,Organooxygen compounds,Carbonyl compounds,Ketones
Heptanal,C7H14O,114.1044651,114.1044651,CCCCCCC=O,Organic compounds,Organooxygen compounds,Carbonyl compounds,Aldehydes
(2S-4Z)-4-Hepten-2-ol,C7H14O,114.1044651,114.1044651,CC\C=C/CC(C)O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols
(+/-)-1-Hepten-3-ol,C7H14O,114.1044651,114.1044651,CCCCC(O)C=C,NULL,NULL,NULL,NULL
(卤)-2-Methylhexanal,C7H14O,114.1044651,114.1044651,CCCCC(C)C=O,NULL,NULL,NULL,NULL
1-Isothiocyanatobutane,C5H9NS,115.0455705,115.04557,CCCCN=C=S,Organic compounds,Organosulfur compounds,Isothiocyanates,NULL
2-Butylisothiocyanate,C5H9NS,115.0455705,115.04557,CCC(C)N=C=S,NULL,NULL,NULL,NULL
4-(Methylthio)-butanonitrile,C5H9NS,115.0455705,115.0455705,CSCCCC#N,NULL,NULL,NULL,NULL
D-2-Butylisothiocyanate,C5H9NS,115.0455705,115.0455705,[H][C@@](C)(CC)N=C=S,NULL,NULL,NULL,NULL
Isobutyl isothiocyanate,C5H9NS,115.0455705,115.04557,CC(C)CN=C=S,NULL,NULL,NULL,NULL
xi-2-5-Dihydro-2-4-dimethylthiazole,C5H9NS,115.0455705,115.04557,CC1SCC(C)=N1,NULL,NULL,NULL,NULL
L-Proline,C5H9NO2,115.0633285,115.0633285,OC(=O)[C@@H]1CCCN1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
3-acetamidopropanal,C5H9NO2,115.0633285,115.0633285,CC(=O)NCCC=O,NULL,NULL,NULL,NULL
Proline,C5H9NO2,115.0633285,115.0633285,OC(=O)C1CCCN1,NULL,NULL,NULL,NULL
Pterolactam,C5H9NO2,115.0633285,115.0633285,COC1CCC(=O)N1,NULL,NULL,NULL,NULL
Fumaric acid,C4H4O4,116.0109586,116.0109586,OC(=O)\C=C/C(O)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives
Maleic acid,C4H4O4,116.0109586,116.0109586,OC(=O)\C=C/C(O)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives
fumarate,C4H4O4,116.0109586,116.0109586,OC(=O)\C=C\C(O)=O,NULL,NULL,NULL,NULL
2-Oxopentanoic acid,C5H8O3,116.0473441,116.0473441,CCCC(=O)C(O)=O,Organic compounds,Organic acids and derivatives,Keto acids and derivatives,Short-chain keto acids and derivatives
3-Methyl-2-oxobutanoic acid,C5H8O3,116.0473441,116.0473441,CC(C)C(=O)C(O)=O,Organic compounds,Organic acids and derivatives,Keto acids and derivatives,Short-chain keto acids and derivatives
4-Oxopentanoic acid,C5H8O3,116.0473441,116.0473441,CC(=O)CCC(O)=O,NULL,NULL,NULL,NULL
Acetoxyacetone,C5H8O3,116.0473441,116.0473441,CC(=O)COC(C)=O,NULL,NULL,NULL,NULL
Diacetone alcohol,C6H12O2,116.0837296,116.0837296,CC(=O)CC(C)(C)O,Organic compounds,Organooxygen compounds,Carbonyl compounds,Ketones
2-Methylpropyl acetate,C6H12O2,116.0837296,116.0837296,CC(C)COC(C)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives
Ethyl 2-methylpropanoate,C6H12O2,116.0837296,116.0837296,CCOC(=O)C(C)C,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives
n-Butyl acetate,C6H12O2,116.0837296,116.0837296,CCCCOC(C)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives
Hexanoic acid,C6H12O2,116.0837296,116.0837296,CCCCCC(O)=O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
2-4-5-Trimethyl-1-3-dioxolane,C6H12O2,116.0837296,116.0837296,CC1OC(C)C(C)O1,NULL,NULL,NULL,NULL
2-Methylpentanoic acid,C6H12O2,116.0837296,116.0837296,CCCC(C)C(O)=O,NULL,NULL,NULL,NULL
4-Methylpentanoic acid,C6H12O2,116.0837296,116.0837296,CC(C)CCC(O)=O,NULL,NULL,NULL,NULL
butyl acetate,C6H12O2,116.0837296,116.0837296,CCCCCC(O)=O,NULL,NULL,NULL,NULL
Ethyl butyrate,C6H12O2,116.0837296,116.0837296,CCCC(=O)OCC,NULL,NULL,NULL,NULL
Hexaconic acid,C6H12O2,116.0837296,116.0837296,CCCCCC(O)=O,NULL,NULL,NULL,NULL
Methyl (S)-2-Methylbutanoate,C6H12O2,116.0837296,116.0837296,CCC(C)C(=O)OC,NULL,NULL,NULL,NULL
